link,names,skills,salary,experience,name
https://hh.ru/vacancy/50533146?from=vacancy_search_list&query=data%20analyst,0,[],от 200 000 руб. до вычета налогов,3–6 лет,Директор по маркетингу
https://hh.ru/vacancy/50530638?from=vacancy_search_list&query=data%20analyst,0,"['B2C продажи', 'Телемаркетинг', 'Ведение переговоров', 'Грамотная речь', 'телефонные продажи', 'CRM', 'Тайм-менеджмент']",от 40 000 до 170 000 руб. на руки,1–3 года,Менеджер по продажам (удаленно)
https://hh.ru/vacancy/49006314?from=vacancy_search_list&query=data%20analyst,0,"['Управление продуктом', 'Расстановка приоритетов', 'Многозадачность', 'Работа в команде', 'Product Management']",от 200 000 руб. на руки,3–6 лет,Senior Product Manager (Core Platform | Finance)
https://hh.ru/vacancy/50516132?from=vacancy_search_list&query=data%20analyst,0,"['Моделирование бизнес процессов', 'Оптимизация бизнес-процессов', 'Руководство коллективом', 'BPMN', 'Управление проектами', 'Управление данными', 'Аналитика данных']",от 180 000 до 200 000 руб. на руки,3–6 лет,"Заместитель директора (CDO, управление данными)"
https://hh.ru/vacancy/50500841?from=vacancy_search_list&query=data%20analyst,0,"['MS Visio', 'BPMN', 'Бизнес-анализ', 'Оптимизация бизнес-процессов', 'Моделирование бизнес процессов']",от 100 000 руб. на руки,1–3 года,Интернет-маркетолог (аналитик)
https://hh.ru/vacancy/50501320?from=vacancy_search_list&query=data%20analyst,0,"['Управление проектами', 'Креативность', 'Организаторские навыки', 'Adobe Photoshop', 'Копирайтинг']",от 80 000 руб. на руки,3–6 лет,Head of content / Ведущий маркетолог (удаленно)
https://hh.ru/vacancy/50480126?from=vacancy_search_list&query=data%20analyst,0,"['Adobe Premier Pro', 'MS PowerPoint', 'Adobe Photoshop', 'Articulate Storyline', 'WebTuto', 'iSpring Lear', 'Эквио']",от 80 000 до 80 000 руб. до вычета налогов,3–6 лет,Разработчик электронных курсов
https://hh.ru/vacancy/50457302?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Python', 'PostgreSQL', 'Flask', 'Node.js', 'MongoDB', 'Алгоритмы и структуры данных', 'ООП', 'Анализ данных', 'Data Analysis', 'Data Science']",от 6 500 до 8 500 USD до вычета налогов,более 6 лет,Senior/ Lead Python developer (Private Aviation)
https://hh.ru/vacancy/50457337?from=vacancy_search_list&query=data%20analyst,0,"['Data Mining', 'Data Mining: ACNielsen', 'Data Mining: Business Analytica', 'Data Mining: Comcon', 'Data Mining: Espar']",от 80 000 до 150 000 руб. до вычета налогов,1–3 года,Маркетолог-аналитик
https://hh.ru/vacancy/50457335?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'SQL', 'Аналитические исследования', 'Прогнозирование', 'Английский язык', 'Metabase', 'pandas', 'matplotlib', 'seaborn']",от 91 955 руб. до вычета налогов,3–6 лет,Маркетолог-аналитик Aliexpress
https://hh.ru/vacancy/50473256?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'Google Analytics', 'Яндекс.Метрика', 'SEO оптимизация', 'SEO', 'Английский язык']",от 80 000 до 120 000 руб. до вычета налогов,1–3 года,SEO-оптимизатор
https://hh.ru/vacancy/50448086?from=vacancy_search_list&query=data%20analyst,0,"['Аналитическое мышление', 'Управление персоналом', 'Работа в команде', 'Работа с большим объемом информации', 'Организаторские навыки']",от 120 000 руб. до вычета налогов,3–6 лет,Руководитель аналитики и складской отчетности (г. Домодедово)
https://hh.ru/vacancy/50419635?from=vacancy_search_list&query=data%20analyst,0,[],от 80 000 до 130 000 руб. на руки,1–3 года,Инженер 2-ой линии поддержки Аналитического хранилища данных
https://hh.ru/vacancy/48026968?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Работа с базами данных', 'DWH', 'ETL']",до 400 000 руб. на руки,3–6 лет,Программист Python
https://hh.ru/vacancy/48477708?from=vacancy_search_list&query=data%20analyst,0,"['SQL', 'ETL', 'Работа с базами данных', 'Базы данных', 'Английский язык', 'DWH', 'BI', 'PowerBI', 'API']",от 130 000 до 216 000 руб. до вычета налогов,1–3 года,Системный аналитик
https://hh.ru/vacancy/50409683?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— C1 — Продвинутый', 'Presentation skills', 'Business Analysis', 'Analytical skills', 'Project management', 'Английский язык']",от 210 000 до 250 000 руб. до вычета налогов,3–6 лет,Commercial Excellence Manager
https://hh.ru/vacancy/50424892?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Английский язык', 'B2B Продажи', 'MS PowerPoint', 'Проведение презентаций', 'Подготовка презентаций', 'Product Promotion', 'Market Research', 'Поиск и привлечение клиентов']",от 200 000 до 350 000 руб. до вычета налогов,1–3 года,"Product Marketing Manager (Retail, FMCG, QSR)"
https://hh.ru/vacancy/49032646?from=vacancy_search_list&query=data%20analyst,0,['Английский\xa0— B1 — Средний'],от 4 000 до 5 000 USD до вычета налогов,3–6 лет,Senior QA Automation Engineer
https://hh.ru/vacancy/49901186?from=vacancy_search_list&query=data%20analyst,0,"['CRM', 'Развитие продаж', 'HTML', 'Клиентоориентированность', 'Бизнес-анализ']",от 100 000 руб. на руки,1–3 года,Бизнес - аналитик / Процесс-инженер / Менеджер по автоматизации
https://hh.ru/vacancy/50385755?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'Внешняя оптимизация сайта', 'SEO оптимизация', 'Составление семантического ядра', 'SEO', 'внешний аудит сайта', 'CMS Wordpress', 'Яндекс.Метрика', 'WEB аналитика']",от 40 000 до 80 000 руб. на руки,3–6 лет,Middle / Senior SEO специалист в агентство (удаленная работа)
https://hh.ru/vacancy/49570655?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B2 — Средне-продвинутый', 'MS Visual Studio', 'SQL', 'C#', 'Английский язык', 'MS SQL Server']",до 5 500 EUR до вычета налогов,более 6 лет,Data Warehouse Application Developer / DWH разработчик Relocation
https://hh.ru/vacancy/49030293?from=vacancy_search_list&query=data%20analyst,0,"['UML', 'SQL', 'Ценные бумаги', 'Фондовый рынок', 'Системный анализ', 'Agile', 'Брокер', 'Мобильные приложения', 'микросервисная архитектура', 'REST']",от 220 000 руб. до вычета налогов,1–3 года,System Analyst (Brokerage)
https://hh.ru/vacancy/50365805?from=vacancy_search_list&query=data%20analyst,0,"['Английский\xa0— B1 — Средний', 'SQL', 'Функциональное тестирование', 'Тестирование', 'Atlassian Jira', 'Тестирование пользовательского интерфейса']",до 3 000 USD до вычета налогов,1–3 года,QA Engineer
https://hh.ru/vacancy/50363192?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Atlassian Jira', 'Atlassian Confluence', 'Kafka', 'Разработка ПО', 'Machine Learning', 'Mathematical Analysis', 'Data Mining: SPSS', 'Data Mining: Statistica', 'Kubernetes', 'Docker', 'ETL', 'Инновационный менеджмент', 'Микросервисы', 'Системная интеграция']",от 300 000 руб. на руки,более 6 лет,Data Architect / Architect DS
https://hh.ru/vacancy/50376796?from=vacancy_search_list&query=data%20analyst,0,"['Управление проектами', 'Atlassian Jira', 'Atlassian Confluence', 'SQL', 'Английский язык']",от 130 000 до 150 000 руб. на руки,1–3 года,Project Manager / Менеджер проектов
https://hh.ru/vacancy/50360179?from=vacancy_search_list&query=data%20analyst,0,"['PHP', 'PHPUnit', 'Redis', 'REST', 'MySQL']",до 220 000 руб. на руки,1–3 года,Middle PHP developer (Verticals team)
https://hh.ru/vacancy/49822874?from=vacancy_search_list&query=data%20analyst,0,"['Kotlin', 'Android']",от 280 000 до 340 000 руб. на руки,более 6 лет,Technical Lead Android
https://hh.ru/vacancy/49823017?from=vacancy_search_list&query=data%20analyst,0,"['Swift', 'iOS']",от 280 000 до 340 000 руб. на руки,более 6 лет,Technical Lead iOS
https://hh.ru/vacancy/50343457?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'SQL', 'Управление продуктом', 'Английский В1 средний', 'Аналитическое мышление', 'Product Development', 'Product Manager', 'Управление проектами', 'A/B тесты', 'Scrum', 'Kanban']",от 200 000 до 250 000 руб. на руки,1–3 года,Product Manager в Playfair
https://hh.ru/vacancy/50339829?from=vacancy_search_list&query=data%20analyst,0,"['Английский — B1 — Средний', 'Управление продуктом', 'iOS', 'Android', 'Аналитическое мышление', 'Product Development', 'Product Manager', 'Head of Product', 'Управление проектами', 'A/B тесты', 'SQL', 'Python', 'Scrum', 'Kanban']",от 250 000 до 300 000 руб. на руки,3–6 лет,Senior Product Manager в Fax App
https://hh.ru/vacancy/50340040?from=vacancy_search_list&query=data%20analyst,0,"['Английский — B1 — Средний', 'Управление продуктом', 'iOS', 'Android', 'Конкурентная аналитика', 'Аналитическое мышление', 'Product Development', 'Product Manager', 'Управление проектами', 'A/B тесты', 'SQL', 'Python', 'Scrum', 'Kanban']",от 200 000 до 250 000 руб. на руки,1–3 года,Middle Product Manager в Fax App
https://hh.ru/vacancy/49259579?from=vacancy_search_list&query=data%20analyst,0,"['Бизнес-анализ', 'Постановка задач разработчикам', 'User Story', 'Confluence', 'BPMN']",от 150 000 руб. до вычета налогов,1–3 года,Бизнес-аналитик
https://hh.ru/vacancy/50344918?from=vacancy_search_list&query=data%20analyst,0,"['Swift', 'SQLite', 'Kotlin', 'MVVM', 'Android', 'Android SDK', 'Разработка мобильных приложений', 'Coroutines', 'RxJava2', 'Gradle', 'JUnit']",от 250 000 до 350 000 руб. на руки,3–6 лет,Senior Android Developer в Scanner App
https://hh.ru/vacancy/50339450?from=vacancy_search_list&query=data%20analyst,0,"['Английский — B1 — Средний', 'Разработка ПО', 'iOS', 'Scrum', 'Kanban', 'Teamleading', 'Atlassian Jira', 'Git', 'Разработка мобильных приложений', 'Разработка технических заданий', 'Программирование мобильных приложений', 'iOS SDK', 'Swift', 'Cocoapods', 'SQLite', 'RxSwift', 'Swinject', 'Fastlane', 'Azure Pipelines', 'Xcode', 'XCUITest']",от 250 000 до 350 000 руб. на руки,3–6 лет,Senior iOS Developer в Fax App
https://hh.ru/vacancy/48188363?from=vacancy_search_list&query=data%20analyst,0,"['Python', 'Pandas', 'SQL', 'Flask', 'Математическая статистика']",от 150 000 до 300 000 руб. до вычета налогов,1–3 года,Аналитик-разработчик
https://hh.ru/vacancy/50344090?from=vacancy_search_list&query=data%20analyst,0,"['PostgreSQL', 'SQL', 'Docker', 'Python', 'Git', '.NET Core', '.Net 5', 'ASP .Net Web API', 'Entity Framework', 'unit-тесты', 'BigQuery', 'Google Kubernetes Engine', 'NUnit']",от 300 000 до 350 000 руб. на руки,3–6 лет,Senior Backend Developer в Playfair
