link,names,skills,salary,experience,name
https://hh.ru/vacancy/48730887?from=vacancy_search_list&query=it,0,"['Русский\xa0— B2 — Средне-продвинутый', 'Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Customer Service', 'Sales Skills', 'Sales Management', 'Phone Calls']",от 792 до 6 490 USD до вычета налогов,не требуется,"Sales Representative, Logistics Manager (USA)"
https://hh.ru/vacancy/48500992?from=vacancy_search_list&query=it,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Английский язык', 'Работа в команде', 'Грамотная речь', 'Ведение переговоров', 'Деловое общение', 'Android', 'Грамотность', 'Ведение переписки']",от 40 000 до 50 000 руб. на руки,не требуется,Аккаунт-менеджер / Account Manager
https://hh.ru/vacancy/47536584?from=vacancy_search_list&query=it,0,"['Партнерский маркетинг', 'Партнерские программы в социальных сетях', 'CPA', 'Internet Marketing', 'B2B Продажи', 'Поиск и привлечение клиентов', 'Развитие продаж', 'Коммуникативные навыки', 'Навыки продаж', 'Активные продажи', 'Ведение переговоров', 'Проведение презентаций', 'Деловое общение', 'Работа с возражениями', 'B2C продажи', 'Ориентация на результат', 'Навыки переговоров', 'Навыки ведения переговоров', 'Желание зарабатывать', 'Работа с партнерами', 'Умение общаться с людьми', 'Грамотная речь', 'Телефонные переговоры']",до 350 000 руб. на руки,не требуется,Менеджер по продажам и развитию партнерских программ
https://hh.ru/vacancy/49962136?from=vacancy_search_list&query=it,0,"['Управление проектами', 'Ведение переговоров', 'Java', 'Организаторские навыки', 'Разработка технических заданий', 'PHP', '1C']",от 250 000 руб. на руки,более 6 лет,"Бизнес - аналитик 1С, Team Lead"
https://hh.ru/vacancy/49476210?from=vacancy_search_list&query=it,0,"['C/C++', 'Linux', 'Multithread Programming', 'Алгоритмы и структуры данных', 'Удаленная работа']",до 4 000 USD до вычета налогов,3–6 лет,Middle С/С++ Linux разработчик (remote)
https://hh.ru/vacancy/50151722?from=vacancy_search_list&query=it,0,"['Деловая переписка', 'Активные продажи', 'Деловое общение', 'Телефонные переговоры', 'Навыки продаж', 'Деловая коммуникация', 'Грамотная речь']",от 70 000 до 150 000 руб. на руки,1–3 года,Менеджер по продажам B2B
https://hh.ru/vacancy/50202412?from=vacancy_search_list&query=it,0,"['SQL', 'QA', 'Selenium IDE', 'Selenium', 'TMS Systems']",от 100 000 до 170 000 руб. на руки,1–3 года,QA Engineer / Тестировщик ПО (удаленно)
https://hh.ru/vacancy/49865521?from=vacancy_search_list&query=it,0,[],от 160 000 руб. на руки,3–6 лет,Программист 1С (УТ 11.4)
https://hh.ru/vacancy/50140469?from=vacancy_search_list&query=it,0,"['Подбор персонала', 'Организаторские навыки', 'Работа в команде', 'Корпоративная культура', 'Обучение персонала']",от 120 000 руб. на руки,1–3 года,IT Рекрутер /HR Generalist
https://hh.ru/vacancy/49493691?from=vacancy_search_list&query=it,0,"['JavaScript', 'Python', 'Linux', 'Node.js']",до 250 000 руб. до вычета налогов,не требуется,Backend developer / Бэкенд разработчик
https://hh.ru/vacancy/49102819?from=vacancy_search_list&query=it,0,"['MySQL', 'PHP', 'Git', 'ООП', 'RabbitMQ', 'laravel', 'Docker', 'Redis', 'Symphony']",от 130 000 до 220 000 руб. на руки,1–3 года,PHP-разработчик
https://hh.ru/vacancy/45767596?from=vacancy_search_list&query=it,0,"['Управление персоналом', 'Мотивация персонала', 'Подбор персонала', 'Обучение и развитие', 'Обучение персонала', 'IT Recruitment']",от 200 000 руб. на руки,3–6 лет,Директор по персоналу IT компании (в Тюмень)
https://hh.ru/vacancy/49723286?from=vacancy_search_list&query=it,0,"['Ведение переговоров', 'Телефонные переговоры', 'B2B Продажи', 'Ведение клиентской базы', 'Сопровождение клиентов']",от 80 000 до 150 000 руб. на руки,не требуется,Менеджер по продажам отдела B2B (без поиска)
https://hh.ru/vacancy/50182170?from=vacancy_search_list&query=it,0,"['Английский\xa0— C1 — Продвинутый', 'Английский язык', 'Business Development', 'ICO', 'Cryptocurrency', 'Listing', 'Fluent English', 'Blockchain']",от 1 500 USD на руки,3–6 лет,Listing manager
https://hh.ru/vacancy/49147901?from=vacancy_search_list&query=it,0,"['Английский\xa0— A1 — Начальный', 'SQL', 'Python', 'Постановка задач разработчикам', 'PostgreSQL', 'Разработка технических заданий', 'Atlassian Jira', 'Аналитика', 'Бизнес-анализ', 'Business Analysis', 'Биржевые торги']",от 70 000 руб. на руки,не требуется,Младший бизнес-аналитик (Junior Business Analyst)
https://hh.ru/vacancy/49833991?from=vacancy_search_list&query=it,0,"['Ведение переговоров', 'Навыки переговоров', 'Согласование договоров', 'Грамотность', 'Многозадачность']",от 60 000 руб. на руки,1–3 года,Менеджер по продажам (Web/Digital)
https://hh.ru/vacancy/49778118?from=vacancy_search_list&query=it,0,"['продажи по телефону', 'Грамотная речь', 'Деловая переписка', 'Знание английского языка']",от 250 000 руб. на руки,1–3 года,Менеджер по продажам услуг
https://hh.ru/vacancy/50073775?from=vacancy_search_list&query=it,0,"['Работа в команде', 'Умение работать с людьми', 'Знание английского языка', 'B2B Продажи', 'Амбициозность', 'Развитие клиентской базы', 'IoT', 'ГЛОНАСС', 'B2B', 'Активные продажи', 'Поиск и привлечение клиентов', 'Работа с возражениями']",от 100 000 до 300 000 руб. на руки,1–3 года,Business Development Manager (Telematics)
https://hh.ru/vacancy/49877905?from=vacancy_search_list&query=it,0,"['Английский\xa0— B2 — Средне-продвинутый', 'Gradle', 'Java', 'Git', 'Python', 'Jenkins', 'Bazel', 'Maven', 'Sonarqube']",от 4 700 USD до вычета налогов,не требуется,Staff Software Engineer - Developer Experience (ведущий инженер-программист)
https://hh.ru/vacancy/49642438?from=vacancy_search_list&query=it,0,"['Atlassian Jira', 'Atlassian Confluence', 'Бизнес-анализ', 'Agile Project Management', 'BPMN', 'Корпоративные финансы']",до 180 000 руб. на руки,1–3 года,Бизнес-аналитик
https://hh.ru/vacancy/49298460?from=vacancy_search_list&query=it,0,['Английский\xa0— B2 — Средне-продвинутый'],от 60 000 руб. на руки,не требуется,Junior Media Buyer / Младший медиабайер
https://hh.ru/vacancy/50219142?from=vacancy_search_list&query=it,0,[],до 70 000 руб. на руки,1–3 года,Технический специалист
https://hh.ru/vacancy/48396477?from=vacancy_search_list&query=it,0,"['Курирование отдела разработки', 'Курирование отдела тестировщиков', 'Автоматизация бизнеса']",до 130 000 руб. на руки,3–6 лет,Менеджер по цифровой автоматизации
https://hh.ru/vacancy/50239009?from=vacancy_search_list&query=it,0,"['Управление проектами', 'Проведение презентаций', 'Подготовка коммерческих предложений', 'Solution salling', 'VMware', 'Навыки презентации']",от 160 000 руб. на руки,3–6 лет,Технический пресейл (Серверное оборудование)
https://hh.ru/vacancy/50038062?from=vacancy_search_list&query=it,0,"['B2B Продажи', 'Активные продажи', 'Холодные продажи', 'Развитие продаж', 'Поиск и привлечение клиентов', 'CRM', 'Bitrix 24', 'B2G исследования']",от 50 000 до 300 000 руб. на руки,1–3 года,Менеджер по работе с клиентами
